PharmGKB Accession Id	Name	Alternate Names	Cross-references	External Vocabulary
PA444773	Leukopenia	Decreased blood leucocyte number, Decreased blood leukocyte number, Leucocytopenia, Leucopenia, Leukocytopenia, Leukocytopenias, Leukopenias		MeSH:D007970(Leukopenia), SnoMedCT:419188005(Leukopenia), SnoMedCT:84828003(Leucopenia), UMLS:C0023530(C0023530), MedDRA:10068178(Leucocytopenia), NDFRT:N0000001838(Leukopenia [Disease/Finding]), MONDO:MONDO:0003785(leukopenia), HP:HP:0001882(Leukopenia)
PA447127	Lewy Body Disease	"""Cortical Lewy Body Disease"", ""Cortical Lewy body disease"", ""Dementia, Lewy Body"", ""Diffuse Lewy Body Disease"", ""Lewy Body Dementia"", ""Lewy Body Disease, Cortical"", ""Lewy Body Disease, Diffuse"", ""Lewy Body Type Senile Dementia"", ""Senile dementia of the Lewy body type"""		MeSH:D020961(Lewy Body Disease), SnoMedCT:312991009(Senile dementia of the Lewy body type), SnoMedCT:80098002(Diffuse Lewy body disease), UMLS:C0752347(C0752347), MedDRA:10067889(Dementia with Lewy bodies), NDFRT:N0000004234(Lewy Body Disease [Disease/Finding]), MONDO:MONDO:0007488(Lewy body dementia), HP:HP:0100315(Lewy bodies)
PA165108952	Li-Fraumeni syndrome			MeSH:D016864(Li-Fraumeni Syndrome), SnoMedCT:428850001(Li-Fraumeni syndrome), UMLS:C0085390(C0085390), MedDRA:10066795(Li-Fraumeni syndrome), NDFRT:N0000003489(Li-Fraumeni Syndrome [Disease/Finding]), MONDO:MONDO:0018875(Li-Fraumeni syndrome)
PA166327021	linear iga bullous dermatosis	Linear IgA IgG Bullous Dermatosis		MeSH:D062027(Linear IgA Bullous Dermatosis), MONDO:MONDO:0018748(linear IgA Dermatosis)
PA444785	Lipodystrophy	Lipodystrophies		MeSH:D008060(Lipodystrophy), SnoMedCT:190790002(Lipodystrophy NOS), SnoMedCT:71325002(Lipodystrophy), UMLS:C0023787(C0023787), MedDRA:10024606(Lipodystrophies), NDFRT:N0000001850(Lipodystrophy [Disease/Finding]), MONDO:MONDO:0006573(lipodystrophy), HP:HP:0009125(Lipodystrophy)
PA165108748	Listeriosis NOS			MeSH:D008088(Listeriosis), SnoMedCT:186320001(Listeriosis NOS), UMLS:C0023860(C0023860), MedDRA:10024638(Listeria infection), NDFRT:N0000001859(Listeriosis [Disease/Finding]), MONDO:MONDO:0005828(listeriosis)
PA165108564	Liveborn with birth asphyxia NOS			MeSH:D001238(Asphyxia Neonatorum), SnoMedCT:268831004(Liveborn with birth asphyxia NOS), UMLS:C0004045(C0004045), MedDRA:10003500(Asphyxia neonatal), NDFRT:N0000000495(Asphyxia Neonatorum [Disease/Finding]), MONDO:MONDO:0006663(perinatal asphyxia), cpgxTags:pgkbTags:1452102240(Maternal Health)
PA444804	Liver cancer	"""Cancer of Liver"", ""Cancer of the Liver"", ""Cancer, Hepatic"", ""Cancer, Liver"", ""Cancers, Hepatic"", ""Cancers, Liver"", ""Hepatic Cancer"", ""Hepatic Cancers"", ""Hepatic Neoplasm"", ""Hepatic Neoplasms"", ""Hepatic tumor"", ""Hepatic tumour"", ""Hepatoma"", ""Liver Cancer"", ""Liver Cancers"", ""Liver Neoplasm"", ""Neoplasm of liver"", ""Neoplasm, Hepatic"", ""Neoplasm, Liver"", ""Neoplasms, Hepatic"", ""Neoplasms, Liver"", ""Tumor of liver"""		MeSH:D008113(Liver Neoplasms), SnoMedCT:126851005(Neoplasm of liver), UMLS:C0023903(C0023903), MedDRA:10019694(Hepatic neoplasia), NDFRT:N0000001869(Liver Neoplasms [Disease/Finding]), MONDO:MONDO:0002691(liver cancer)
PA444797	Liver Cirrhosis	"""CL - Cirrhosis of liver"", ""Cirrhoses, Hepatic"", ""Cirrhoses, Liver"", ""Cirrhosis of liver"", ""Cirrhosis of liver without mention of alcohol"", ""Cirrhosis, Hepatic"", ""Cirrhosis, Liver"", ""Fibroses, Liver"", ""Fibrosis, Liver"", ""Hepatic Cirrhoses"", ""Hepatic Cirrhosis"", ""Hepatic cirrhosis, NOS"", ""Liver Cirrhoses"", ""Liver Fibroses"", ""Liver Fibrosis"""		MeSH:D008103(Liver Cirrhosis), SnoMedCT:19943007(Cirrhosis of liver), SnoMedCT:235891006(Cirrhosis of liver NOS), UMLS:C0023890(C0023890), MedDRA:10009211(Cirrhosis liver), NDFRT:N0000001862(Liver Cirrhosis [Disease/Finding]), MONDO:MONDO:0005155(cirrhosis of liver)
PA444799	Liver Cirrhosis, Biliary	"""Biliary Cirrhoses"", ""Biliary Cirrhosis"", ""Biliary Liver Cirrhoses"", ""Biliary Liver Cirrhosis"", ""Biliary cirrhosis"", ""Biliary cirrhosis NOS"", ""Cholangitic cirrhosis"", ""Cholangitis, Chronic Nonsuppurative Destructive"", ""Cholestatic cirrhosis"", ""Chronic nonsuppurative destructive cholangitis"", ""Cirrhoses, Biliary"", ""Cirrhoses, Biliary Liver"", ""Cirrhoses, Obstructive Liver"", ""Cirrhosis, Biliary"", ""Cirrhosis, Biliary Liver"", ""Cirrhosis, Obstructive Liver"", ""Liver Cirrhoses, Biliary"", ""Liver Cirrhoses, Obstructive"", ""Liver Cirrhosis, Obstructive"", ""Obstructive Liver Cirrhoses"", ""Obstructive Liver Cirrhosis"""		MONDO:MONDO:0005388(primary biliary cholangitis)
PA444801	Liver Disorder	"""Acute Yellow Atrophies"", ""Acute Yellow Atrophy"", ""Atrophies, Acute Yellow"", ""Atrophy, Acute Yellow"", ""Disease of liver"", ""Disease, Liver"", ""Diseases, Liver"", ""Dysfunction, Liver"", ""Dysfunctions, Liver"", ""Hepatopathy"", ""Liver Disease"", ""Liver Dysfunction"", ""Liver Dysfunctions"", ""Liver disease"", ""Liver disorder NOS"", ""Yellow Atrophies, Acute"", ""Yellow Atrophy, Acute"""		MeSH:D008107(Liver Diseases), SnoMedCT:197375001(Liver disorder NOS), SnoMedCT:235856003(Disease of liver), UMLS:C0023895(C0023895), MedDRA:10024670(Liver disorder), NDFRT:N0000001866(Liver Diseases [Disease/Finding]), MONDO:MONDO:0005154(liver disorder)
PA446436	Liver Failure	"""Fulminant Hepatic Failure"", ""Fulminant Hepatic Failures"", ""Fulminant Liver Failure"", ""Fulminant Liver Failures"", ""Fulminating Hepatic Failure"", ""Fulminating Hepatic Failures"", ""Fulminating Liver Failure"", ""Fulminating Liver Failures"", ""Hepatic Failure"", ""Hepatic Failure, Fulminant"", ""Hepatic Failure, Fulminating"", ""Hepatic Failures, Fulminant"", ""Hepatic Failures, Fulminating"", ""Hepatic insufficiency"", ""Liver Failure, Fulminant"", ""Liver Failure, Fulminating"", ""Liver Failures, Fulminant"", ""Liver Failures, Fulminating"", ""Liver decompensation"", ""Liver function failure"""		MeSH:D017093(Liver Failure), SnoMedCT:235882007(Liver failure NOS), SnoMedCT:235883002(Hepatic failure NOS), SnoMedCT:59927004(Hepatic failure), UMLS:C0085605(C0085605), MedDRA:10016152(Failure liver), NDFRT:N0000003527(Liver Failure [Disease/Finding]), MONDO:MONDO:0100192(liver failure)
PA446443	Liver Failure, Acute	"""ALF - Acute liver failure"", ""Acute Hepatic Failure"", ""Acute Liver Failure"", ""Acute hepatic failure"", ""Acute liver failure"", ""FHF - Fulminant hepatic failure"", ""Failure, Acute Hepatic"", ""Failure, Acute Liver"", ""Fulminant hepatic failure"", ""Hepatic Failure, Acute"""		"""MeSH:D017114(Liver Failure, Acute)"", ""SnoMedCT:197270009(Acute hepatic failure)"", ""SnoMedCT:235884008(Fulminant hepatic failure)"", ""UMLS:C0162557(C0162557)"", ""MedDRA:10000804(Acute hepatic failure)"", ""NDFRT:N0000003534(Liver Failure, Acute [Disease/Finding])"", ""MONDO:MONDO:0019542(acute liver failure)"""
PA447247	Liver transplantation	"""LTx - Liver transplant"", ""Transplantation of liver"", ""Transplantation of liver, NOS"", ""Tx - Liver transplantation"""		MeSH:D016031(Liver Transplantation), SnoMedCT:174429009(Transplantation of liver NOS), SnoMedCT:18027006(Transplantation of liver), UMLS:C0023911(C0023911), MedDRA:10024714(Liver transplant)
PA166123310	Loeys-Dietz syndrome	"""Loeys Dietz Aortic Aneurysm Syndrome"", ""Loeys Dietz Syndrome"", ""Loeys Dietz Syndrome, Type 1a"", ""Loeys-Dietz Aortic Aneurysm Syndrome"", ""Loeys-Dietz Syndrome, Type 1a"", ""Syndrome, Loeys-Dietz"""		MeSH:D055947(Loeys-Dietz Syndrome), SnoMedCT:446263001(Loeys-Dietz syndrome), MedDRA:10081284(Loeys-Dietz syndrome), MONDO:MONDO:0018954(Loeys-Dietz syndrome)
PA444807	Long QT Syndrome	"""Long QT Syndromes"", ""QT Syndrome, Long"", ""QT Syndromes, Long"", ""Syndrome, Long QT"", ""Syndromes, Long QT"""		MeSH:D008133(Long QT Syndrome), SnoMedCT:9651007(Long QT syndrome), UMLS:C0023976(C0023976), MedDRA:10024803(Long QT syndrome), NDFRT:N0000010987(Long QT Syndrome [Disease/Finding]), MONDO:MONDO:0002442(long QT syndrome)
PA166343361	Low APGAR score	Score, Apgar		MeSH:D001034(Apgar Score), MedDRA:10062552(Apgar score), HP:HP:0030917(Low APGAR score)
PA446444	Low Back Pain	"""Ache, Low Back"", ""Aches, Low Back"", ""Back Ache, Low"", ""Back Aches, Low"", ""Back Pain, Low"", ""Back Pain, Lower"", ""Back Pains, Low"", ""Back Pains, Lower"", ""Backache, Low"", ""Backaches, Low"", ""LBP - Low back pain"", ""Low Back Ache"", ""Low Back Aches"", ""Low Back Pain, Mechanical"", ""Low Back Pain, Posterior Compartment"", ""Low Back Pain, Postural"", ""Low Back Pain, Recurrent"", ""Low Back Pains"", ""Low Backache"", ""Low Backaches"", ""Low back pain"", ""Low back syndrome"", ""Lower Back Pain"", ""Lower Back Pains"", ""Lumbago"", ""Lumbalgia"", ""Lumbar pain"", ""Mechanical Low Back Pain"", ""Nonspecific pain in the lumbar region"", ""Pain, Low Back"", ""Pain, Lower Back"", ""Pains, Low Back"", ""Pains, Lower Back"", ""Postural Low Back Pain"", ""Recurrent Low Back Pain"""		MeSH:D017116(Low Back Pain), SnoMedCT:279039007(Low back pain), UMLS:C0024031(C0024031), MedDRA:10024890(Low back ache), NDFRT:N0000003535(Low Back Pain [Disease/Finding]), HP:HP:0003419(Low back pain)
PA165108631	Lown-Ganong-Levine syndrome	Syndrome of short P-R interval, normal QRS complexes AND supraventricular tachycardias		MeSH:D008151(Lown-Ganong-Levine Syndrome), SnoMedCT:55475008(Lown-Ganong-Levine syndrome), UMLS:C0024054(C0024054), MedDRA:10024984(Lown-Ganong-Levine syndrome), NDFRT:N0000001875(Lown-Ganong-Levine Syndrome [Disease/Finding]), MONDO:MONDO:0007174(Lown-Ganong-Levine syndrome)
PA166163564	low on-treatment platelet reactivity			
PA161614136	Lumbar Disc Herniation			UMLS:C0856301(Lumbar disc herniation), MedDRA:10066256(Lumbar disc herniation)
PA166048739	Lung Diseases, Fungal			"""NDFRT:N0000001880(Lung Diseases, Fungal)"", ""MONDO:MONDO:0005766(fungal lung infectious disease)"""
PA444814	Lung Disorder	"""Disease of lung, NOS"", ""Disease, Lung"", ""Disease, Pulmonary"", ""Diseases, Lung"", ""Diseases, Pulmonary"", ""Lung Disease"", ""Lung disorder"", ""Lung disorder, NOS"", ""Pulmonary Disease"", ""Pulmonary Diseases"", ""Pulmonary disease"""		MeSH:D008171(Lung Diseases), SnoMedCT:196164004(Lung disease NOS), SnoMedCT:19829001(Disorder of lung), UMLS:C0024115(C0024115), MedDRA:10013235(Disorder lung), NDFRT:N0000001879(Lung Diseases [Disease/Finding]), MONDO:MONDO:0005275(lung disorder)
PA444818	Lung Neoplasms	"""Cancer of Lung"", ""Cancer of the Lung"", ""Cancer, Lung"", ""Cancer, Pulmonary"", ""Cancers, Lung"", ""Cancers, Pulmonary"", ""Lung Cancer"", ""Lung Cancers"", ""Lung Neoplasm"", ""Neoplasm of lung"", ""Neoplasm, Lung"", ""Neoplasm, Pulmonary"", ""Neoplasms, Lung"", ""Neoplasms, Pulmonary"", ""Pulmonary Cancer"", ""Pulmonary Cancers"", ""Pulmonary Neoplasm"", ""Pulmonary Neoplasms"", ""Tumor of lung"", ""Tumour of lung"""		MeSH:D008175(Lung Neoplasms), SnoMedCT:126713003(Neoplasm of lung), UMLS:C0024121(C0024121), MedDRA:10062042(Lung neoplasm), NDFRT:N0000001883(Lung Neoplasms [Disease/Finding]), MONDO:MONDO:0021117(lung neoplasm)
PA166114457	Lung transplantation			MeSH:D016040(Lung Transplantation)
PA444819	Lupus erythematosus	LE - Lupus erythematosus, Lupus, Lupus Vulgaris, Lupus exedens, Lupus vulgaris, Tuberculosis - lupus NOS, Tuberculosis cutis luposa, Tuberculosis luposa cutis, Tuberculosis lupus exedens		SnoMedCT:200936003(Lupus erythematosus), UMLS:C0409974(C0409974), MedDRA:10025131(Lupus erythematosis (NOS)), MONDO:MONDO:0004670(lupus erythematosus)
PA444823	Lupus Nephritis	"""Glomerulonephritides, Lupus"", ""Glomerulonephritis, Lupus"", ""Lupus Glomerulonephritides"", ""Lupus Glomerulonephritis"", ""Lupus Nephritides"", ""Lupus nephritis"", ""Nephritides, Lupus"", ""Nephritis, Lupus"", ""SLE glomerulonephritis syndrome, NOS"""		MeSH:D008181(Lupus Nephritis), SnoMedCT:68815009(Systemic lupus erythematosus glomerulonephritis syndrome), UMLS:C0024143(C0024143), MedDRA:10025140(Lupus nephritis), NDFRT:N0000001888(Lupus Nephritis [Disease/Finding]), MONDO:MONDO:0005556(lupus nephritis), HP:HP:0033726(Lupus nephritis)
PA444825	Lyme Disease	"""Arthritis, Lyme"", ""Bannwarth syndrome"", ""Bannworth's syndrome"", ""Borreliosis, Lyme"", ""Disease, Lyme"", ""Infection by Borrelia burgdorferi"", ""Lyme Arthritis"", ""Lyme Borreliosis"", ""Lyme borreliosis"", ""Lyme disease"", ""Steere's disease"""		MONDO:MONDO:0019632(Lyme disease)
PA446575	Lymphangioleiomyomatosis	Lymphangioleiomyomatoses, Lymphangioleiomyomatosis, Lymphangiomyomatoses, Lymphangiomyomatosis		MeSH:D018192(Lymphangioleiomyomatosis), SnoMedCT:73017001(Lymphangiomyomatosis), UMLS:C0751674(C0751674), MedDRA:10049459(Lymphangioleiomyomatosis), NDFRT:N0000171692(Lymphangioleiomyomatosis [Disease/Finding]), MONDO:MONDO:0006277(lung lymphangioleiomyomatosis), MONDO:MONDO:0011705(lymphangioleiomyomatosis)
PA444833	Lymphatic Diseases	"""Disease of lymphoid system"", ""Disease, Lymphatic"", ""Diseases, Lymphatic"", ""Lymphadenopathies"", ""Lymphadenopathy"", ""Lymphatic Disease"", ""Lymphatism"", ""Status Lymphaticus"""		MeSH:D008206(Lymphatic Diseases), SnoMedCT:111590001(Disorder of lymphoid system), SnoMedCT:234087005(Disorders of lymph node and lymphatics), SnoMedCT:362971004(Disorder of lymphatic system), UMLS:C0024228(C0024228), MedDRA:10025197(Lymphadenopathy), NDFRT:N0000001898(Lymphatic Diseases [Disease/Finding]), MONDO:MONDO:0005833(lymphatic system disorder)
PA444835	Lymphedema	"""Acquired lymphedema"", ""Acquired lymphoedema"", ""Disease, Milroy"", ""Disease, Milroy's"", ""Lymphatic edema"", ""Lymphatic oedema"", ""Lymphedema, NOS"", ""Lymphedemas"", ""Lymphoedema"", ""Lymphoedema, NOS"", ""Milroy Disease"", ""Milroy's Disease"", ""Milroys Disease"""		MeSH:D008209(Lymphedema), SnoMedCT:234097001(Lymphoedema), SnoMedCT:30213001(Lymphatic edema), UMLS:C0024236(C0024236), MedDRA:10025233(Lymphedema), NDFRT:N0000001900(Lymphedema [Disease/Finding]), MONDO:MONDO:0019297(lymphedema), HP:HP:0001004(Lymphedema)
PA444756	Lymphoid Leukemia	"""Aleukaemic lymphatic leukaemia [obs]"", ""Aleukaemic lymphocytic leukaemia [obs]"", ""Aleukaemic lymphoid leukaemia [obs]"", ""Aleukemic lymphatic leukemia [obs]"", ""Aleukemic lymphocytic leukemia [obs]"", ""Aleukemic lymphoid leukemia [obs]"", ""B-cell prolymphocytic leukaemia"", ""Leukemia, Large Granular Lymphocytic"", ""Leukemia, Lymphoblastic"", ""Leukemia, Lymphocytic"", ""Leukemia, Lymphocytic, Large Granular"", ""Leukemia, Lymphoid"", ""Leukemia, Prolymphocytic, B-Cell"", ""Leukemias, Lymphoblastic"", ""Leukemias, Lymphocytic"", ""Leukemias, Lymphoid"", ""Lymphatic leukaemia"", ""Lymphatic leukemia"", ""Lymphoblastic Leukemia"", ""Lymphoblastic Leukemias"", ""Lymphocytic Leukemia"", ""Lymphocytic Leukemias"", ""Lymphocytic leukaemia"", ""Lymphocytic leukemia, NOS"", ""Lymphoid Leukemia"", ""Lymphoid Leukemias"", ""Lymphoid leukaemia"", ""Lymphoid leukaemia, no ICD-O subtype"", ""Lymphoid leukemia"", ""Lymphoid leukemia, NOS"", ""Lymphoid leukemia, no ICD-O subtype"", ""Lymphosarcoma cell leukaemia [obs]"", ""Lymphosarcoma cell leukemia [obs]"", ""Subacute lymphatic leukaemia [obs]"", ""Subacute lymphocytic leukaemia [obs]"", ""Subacute lymphocytic leukemia [obs]"""		"""MeSH:D007945(Leukemia, Lymphoid)"", ""SnoMedCT:188725004(Lymphoid leukemia)"", ""SnoMedCT:188731001(Lymphoid leukemia NOS)"", ""SnoMedCT:32280000(Lymphoid leukemia)"", ""UMLS:C0023448(C0023448)"", ""MedDRA:10024301(Leukaemia lymphatic)"", ""NDFRT:N0000001821(Leukemia, Lymphoid [Disease/Finding])"", ""MONDO:MONDO:0005402(lymphoid leukemia)"", ""HP:HP:0005526(Lymphoid leukemia)"""
PA444840	Lymphoma	"""Germinoblastic Sarcoma"", ""Germinoblastic Sarcomas"", ""Germinoblastoma"", ""Germinoblastomas"", ""Lymphoma (clinical)"", ""Lymphoma, Malignant"", ""Lymphomas"", ""Lymphomas, Malignant"", ""Malignant Lymphoma"", ""Malignant Lymphomas"", ""Malignant lymphoma"", ""Malignant lymphoma, no ICD-O subtype"", ""Microglioma [obs]"", ""Reticulolymphosarcoma"", ""Reticulolymphosarcomas"", ""Sarcoma, Germinoblastic"", ""Sarcomas, Germinoblastic"""		MeSH:D008223(Lymphoma), SnoMedCT:118600007(Malignant lymphoma), SnoMedCT:188694002(Malignant lymphoma NOS), SnoMedCT:188695001(Malignant lymphoma NOS of unspecified site), SnoMedCT:21964009(Malignant lymphoma), UMLS:C0024299(C0024299), MedDRA:10025310(Lymphoma), NDFRT:N0000001905(Lymphoma [Disease/Finding]), MONDO:MONDO:0005062(lymphoma), HP:HP:0002665(Lymphoma)
PA446304	Lymphoma, B-Cell	"""B Cell Lymphoma"", ""B-Cell Lymphoma"", ""B-Cell Lymphomas"", ""B-cell lymphoma"", ""B-cell lymphoma (clinical)"", ""Lymphoma, B Cell"", ""Lymphomas, B-Cell"""		"""MeSH:D016393(Lymphoma, B-Cell)"", ""SnoMedCT:109979007(B-cell lymphoma (clinical))"", ""UMLS:C0079731(C0079731)"", ""MedDRA:10003899(B-cell lymphoma)"", ""NDFRT:N0000003393(Lymphoma, B-Cell [Disease/Finding])"", ""MONDO:MONDO:0004095(B-cell neoplasm)"", ""HP:HP:0012191(B-cell lymphoma)"""
PA160680212	Lymphoma, Large B-Cell, Diffuse	"""Anaplastic large B-cell lymphoma"", ""Angioendotheliomatosis"", ""Angiotropic lymphoma"", ""Diffuse Large B Cell Lymphoma"", ""Diffuse large B-cell lymphoma"", ""Diffuse malignant lymphoma - histiocytic"", ""Diffuse malignant lymphoma - large cell"", ""Diffuse non-Hodgkin's immunoblastic (diffuse) lymphoma"", ""Diffuse non-Hodgkin's lymphoma, immunoblastic"", ""Diffuse non-Hodgkin's lymphoma, immunoblastic (clinical)"", ""Diffuse non-Hodgkin's lymphoma, large cell"", ""Diffuse non-Hodgkin's lymphoma, large cell (clinical)"", ""Histiocyte-rich large B-cell lymphoma"", ""Histiocytic Lymphoma"", ""Histiocytic Lymphomas"", ""Immunoblastic malignant lymphoma - large cell"", ""Large Cell Lymphoma"", ""Large-Cell Lymphoma"", ""Large-Cell Lymphomas"", ""Lymphoma, Histiocytic"", ""Lymphoma, Large B-Cell, Diffuse"", ""Lymphoma, Large Cell"", ""Lymphoma, Large-Cell"", ""Lymphoma, Large-Cell, Immunoblastic"", ""Lymphomas, Histiocytic"", ""Lymphomas, Large-Cell"", ""Malignant lymphoma - immunoblastic"", ""Malignant lymphoma - large cell cleaved and non-cleaved"", ""Malignant lymphoma, centroblastic"", ""Malignant lymphoma, histiocytic, NOS"", ""Malignant lymphoma, histiocytic, diffuse"", ""Malignant lymphoma, large B-cell"", ""Malignant lymphoma, large B-cell, diffuse"", ""Malignant lymphoma, large B-cell, diffuse, centroblastic"", ""Malignant lymphoma, large B-cell, diffuse, no ICD-O subtype"", ""Malignant lymphoma, large cell"", ""Malignant lymphoma, large cell, cleaved"", ""Malignant lymphoma, large cell, diffuse [obs]"", ""Malignant lymphoma, large cell, diffuse, NOS"", ""Malignant lymphoma, large cell, immunoblastic"", ""Malignant lymphoma, large cell, noncleaved"", ""Malignant lymphoma, large cell, noncleaved, diffuse"", ""Malignant lymphoma, noncleaved"", ""Malignant lymphoma, noncleaved, diffuse"", ""Reticulosarcoma"", ""Reticulosarcomas"", ""Reticulum Cell Sarcoma"", ""Reticulum-Cell Sarcoma"", ""Reticulum-Cell Sarcomas"", ""Sarcoma, Reticulum Cell"", ""Sarcoma, Reticulum-Cell"", ""Sarcomas, Reticulum-Cell"", ""T-cell rich large B-cell lymphoma"", ""T-cell rich/histiocyte-rich large B-cell lymphoma"", ""[M]Malignant lymphoma, immunoblastic type"", ""[M]Malignant lymphoma, large cell, diffuse NOS"""		"""MeSH:D016403(Lymphoma, Large B-Cell, Diffuse)"", ""SnoMedCT:109969005(Diffuse non-Hodgkin's lymphoma, large cell (clinical))"", ""SnoMedCT:46732000(Malignant lymphoma, large B-cell, diffuse)"", ""UMLS:C0079744(C0079744)"", ""MedDRA:10012818(Diffuse large B-cell lymphoma)"", ""NDFRT:N0000003402(Lymphoma, Large B-Cell, Diffuse [Disease/Finding])"", ""MONDO:MONDO:0018905(diffuse large B-cell lymphoma)"""
PA446541	Lymphoma, Large-Cell, Anaplastic	"""(Ki-1+) lymphoma"", ""CD30 Positive Anaplastic Large Cell Lymphoma"", ""CD30+ Anaplastic Large Cell Lymphoma"", ""CD30+ Anaplastic Large-Cell Lymphoma"", ""CD30-Positive Anaplastic Large-Cell Lymphoma"", ""Ki 1 Large Cell Lymphoma"", ""Ki 1 Lymphoma"", ""Ki 1 Positive Anaplastic Large Cell Lymphoma"", ""Ki 1 Positive Large Cell Lymphoma"", ""Ki 1+ Anaplastic Large Cell Lymphoma"", ""Ki-1 Large-Cell Lymphoma"", ""Ki-1 Large-Cell Lymphomas"", ""Ki-1 Lymphoma"", ""Ki-1 Lymphomas"", ""Ki-1+ Anaplastic Large-Cell Lymphoma"", ""Ki-1-Positive Anaplastic Large-Cell Lymphoma"", ""Ki-1-Positive Large-Cell Lymphoma"", ""Ki-1-Positive Large-Cell Lymphomas"", ""Large cell (Ki-1+) lymphoma"", ""Large cell anaplastic lymphoma"", ""Large-Cell Lymphoma, Ki-1"", ""Large-Cell Lymphoma, Ki-1-Positive"", ""Large-Cell Lymphomas, Ki-1"", ""Large-Cell Lymphomas, Ki-1-Positive"", ""Lymphoma, Ki 1"", ""Lymphoma, Ki-1"", ""Lymphoma, Ki-1 Large-Cell"", ""Lymphoma, Ki-1-Positive Large-Cell"", ""Lymphoma, Large-Cell, Ki-1"", ""Lymphomas, Ki-1"", ""Lymphomas, Ki-1 Large-Cell"", ""Lymphomas, Ki-1-Positive Large-Cell"""		"""MeSH:D017728(Lymphoma, Large-Cell, Anaplastic)"", ""SnoMedCT:277637000(Large cell anaplastic lymphoma)"", ""SnoMedCT:53237008(Anaplastic large cell lymphoma, T cell and Null cell type)"", ""UMLS:C0206180(C0206180)"", ""NDFRT:N0000003632(Lymphoma, Large-Cell, Anaplastic [Disease/Finding])"", ""MONDO:MONDO:0020325(anaplastic large cell lymphoma)"", ""HP:HP:0012193(Anaplastic large-cell lymphoma)"""
PA446309	Lymphoma, T-Cell	"""Lymphoma, T Cell"", ""Lymphomas, T-Cell"", ""T Cell Lymphoma"", ""T-Cell Lymphoma"", ""T-Cell Lymphomas"", ""T-cell lymphoma (clinical)"""		"""MeSH:D016399(Lymphoma, T-Cell)"", ""SnoMedCT:109978004(T-cell lymphoma (clinical))"", ""UMLS:C0079772(C0079772)"", ""MedDRA:10025321(Lymphomas non-Hodgkin's T-cell)"", ""NDFRT:N0000003398(Lymphoma, T-Cell [Disease/Finding])"", ""MONDO:MONDO:0015760(T-cell non-Hodgkin lymphoma)"", ""HP:HP:0012190(T-cell lymphoma)"""
